anomaly_id,anomaly_category,anomaly_type,station_names,event_start,event_end,affected_feature,severity,affected_rows,removed_rows,added_rows,description,removed_record_json
TG_MISSING_0231,TRANSMISSION_GLITCH,MISSING_RECORD,Shimla / Kanda,2021-06-02,2021-06-02,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Himachal Hills"", ""station_name"": ""Shimla / Kanda"", ""state"": ""HP"", ""district"": ""Shimla"", ""date_of_record"": ""2021-06-02 00:00:00"", ""avg_temp"": 18.7, ""min_temp"": 14.1, ""max_temp"": 24.2, ""relative_humidity"": 76.30543629404075, ""wind_speed"": 4.5, ""air_pressure"": 1008.7, ""rainfall"": 2.7, ""elevation"": ""1546"", ""latitude"": 31.0818, ""longitude"": 77.068}"
TG_MISSING_0232,TRANSMISSION_GLITCH,MISSING_RECORD,Sundernagar / Sundarnagar,2024-03-17,2024-03-17,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Himachal Hills"", ""station_name"": ""Sundernagar / Sundarnagar"", ""state"": ""HP"", ""district"": ""Mandi"", ""date_of_record"": ""2024-03-17 00:00:00"", ""avg_temp"": 16.9, ""min_temp"": 9.5, ""max_temp"": 26.2, ""relative_humidity"": 71.95487295645498, ""wind_speed"": 5.7, ""air_pressure"": 1016.5, ""rainfall"": 0.0, ""elevation"": ""874"", ""latitude"": 31.5333, ""longitude"": 76.9}"
TG_MISSING_0233,TRANSMISSION_GLITCH,MISSING_RECORD,Ludhiana,2024-10-16,2024-10-16,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Punjab Plains"", ""station_name"": ""Ludhiana"", ""state"": ""PB"", ""district"": ""Ludhiana"", ""date_of_record"": ""2024-10-16 00:00:00"", ""avg_temp"": 25.9, ""min_temp"": 20.5, ""max_temp"": 33.4, ""relative_humidity"": 71.19685779584738, ""wind_speed"": 6.1, ""air_pressure"": 1008.9, ""rainfall"": 0.0, ""elevation"": ""255"", ""latitude"": 30.8667, ""longitude"": 75.9333}"
TG_MISSING_0234,TRANSMISSION_GLITCH,MISSING_RECORD,Thrissur,2022-01-13,2022-01-13,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Kerala-TN Western Ghats"", ""station_name"": ""Thrissur"", ""state"": ""KL"", ""district"": ""Thrissur"", ""date_of_record"": ""2022-01-13 00:00:00"", ""avg_temp"": 26.2, ""min_temp"": 21.5, ""max_temp"": 32.1, ""relative_humidity"": 78.34655909072528, ""wind_speed"": 7.1, ""air_pressure"": 1011.0, ""rainfall"": 0.0, ""elevation"": ""40"", ""latitude"": 10.5167, ""longitude"": 76.2167}"
TG_MISSING_0235,TRANSMISSION_GLITCH,MISSING_RECORD,Sundernagar / Sundarnagar,2023-05-02,2023-05-02,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Himachal Hills"", ""station_name"": ""Sundernagar / Sundarnagar"", ""state"": ""HP"", ""district"": ""Mandi"", ""date_of_record"": ""2023-05-02 00:00:00"", ""avg_temp"": 17.5, ""min_temp"": 15.9, ""max_temp"": 20.1, ""relative_humidity"": 73.36126966069543, ""wind_speed"": 3.9, ""air_pressure"": 1011.6, ""rainfall"": 18.2, ""elevation"": ""874"", ""latitude"": 31.5333, ""longitude"": 76.9}"
TG_MISSING_0236,TRANSMISSION_GLITCH,MISSING_RECORD,Cochin Int. Airport / Kaladi,2022-02-27,2022-02-27,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Kerala-TN Western Ghats"", ""station_name"": ""Cochin Int. Airport / Kaladi"", ""state"": ""KL"", ""district"": ""Ernakulam"", ""date_of_record"": ""2022-02-27 00:00:00"", ""avg_temp"": 27.5, ""min_temp"": 22.0, ""max_temp"": 35.2, ""relative_humidity"": 71.3116320654801, ""wind_speed"": 5.7, ""air_pressure"": 1011.5, ""rainfall"": 3.6, ""elevation"": ""8"", ""latitude"": 10.15, ""longitude"": 76.4}"
TG_MISSING_0237,TRANSMISSION_GLITCH,MISSING_RECORD,Cochin Int. Airport / Kaladi,2023-05-28,2023-05-28,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Kerala-TN Western Ghats"", ""station_name"": ""Cochin Int. Airport / Kaladi"", ""state"": ""KL"", ""district"": ""Ernakulam"", ""date_of_record"": ""2023-05-28 00:00:00"", ""avg_temp"": 26.7, ""min_temp"": 24.0, ""max_temp"": 30.9, ""relative_humidity"": 77.27740531974885, ""wind_speed"": 7.8, ""air_pressure"": 1009.6, ""rainfall"": 14.1, ""elevation"": ""8"", ""latitude"": 10.15, ""longitude"": 76.4}"
TG_MISSING_0238,TRANSMISSION_GLITCH,MISSING_RECORD,Ludhiana,2023-06-07,2023-06-07,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Punjab Plains"", ""station_name"": ""Ludhiana"", ""state"": ""PB"", ""district"": ""Ludhiana"", ""date_of_record"": ""2023-06-07 00:00:00"", ""avg_temp"": 28.0, ""min_temp"": 23.5, ""max_temp"": 33.8, ""relative_humidity"": 53.51932774473256, ""wind_speed"": 15.4, ""air_pressure"": 1004.1, ""rainfall"": 0.0, ""elevation"": ""255"", ""latitude"": 30.8667, ""longitude"": 75.9333}"
TG_MISSING_0239,TRANSMISSION_GLITCH,MISSING_RECORD,Shimla / Kanda,2021-10-13,2021-10-13,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Himachal Hills"", ""station_name"": ""Shimla / Kanda"", ""state"": ""HP"", ""district"": ""Shimla"", ""date_of_record"": ""2021-10-13 00:00:00"", ""avg_temp"": 17.2, ""min_temp"": 11.4, ""max_temp"": 24.3, ""relative_humidity"": 86.19127580353572, ""wind_speed"": 5.8, ""air_pressure"": 1010.5, ""rainfall"": 1.2, ""elevation"": ""1546"", ""latitude"": 31.0818, ""longitude"": 77.068}"
TG_MISSING_0240,TRANSMISSION_GLITCH,MISSING_RECORD,Una,2024-10-12,2024-10-12,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Himachal Hills"", ""station_name"": ""Una"", ""state"": ""HP"", ""district"": ""Una"", ""date_of_record"": ""2024-10-12 00:00:00"", ""avg_temp"": 23.5, ""min_temp"": 17.1, ""max_temp"": 31.8, ""relative_humidity"": 77.60257336344468, ""wind_speed"": 7.4, ""air_pressure"": 1010.5, ""rainfall"": 0.0, ""elevation"": ""365"", ""latitude"": 31.4667, ""longitude"": 76.2667}"
TG_MISSING_0241,TRANSMISSION_GLITCH,MISSING_RECORD,Bikaner,2021-03-14,2021-03-14,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Isolated Edge-Case"", ""station_name"": ""Bikaner"", ""state"": ""RJ"", ""district"": ""Bikaner"", ""date_of_record"": ""2021-03-14 00:00:00"", ""avg_temp"": 25.6, ""min_temp"": 17.7, ""max_temp"": 33.0, ""relative_humidity"": 59.60203623637335, ""wind_speed"": 6.2, ""air_pressure"": 1012.5, ""rainfall"": 0.0, ""elevation"": ""223"", ""latitude"": 28.0, ""longitude"": 73.3}"
TG_MISSING_0242,TRANSMISSION_GLITCH,MISSING_RECORD,Palakkad,2021-06-12,2021-06-12,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Kerala-TN Western Ghats"", ""station_name"": ""Palakkad"", ""state"": ""KL"", ""district"": ""Palakkad"", ""date_of_record"": ""2021-06-12 00:00:00"", ""avg_temp"": 24.9, ""min_temp"": 23.5, ""max_temp"": 27.9, ""relative_humidity"": 81.96816245121947, ""wind_speed"": 16.1, ""air_pressure"": 1008.9, ""rainfall"": 20.5, ""elevation"": ""95"", ""latitude"": 10.7667, ""longitude"": 76.65}"
TG_MISSING_0243,TRANSMISSION_GLITCH,MISSING_RECORD,Patiala,2024-02-12,2024-02-12,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Punjab Plains"", ""station_name"": ""Patiala"", ""state"": ""PB"", ""district"": ""Patiala"", ""date_of_record"": ""2024-02-12 00:00:00"", ""avg_temp"": 14.7, ""min_temp"": 7.0, ""max_temp"": 24.2, ""relative_humidity"": 68.5979296752151, ""wind_speed"": 4.9, ""air_pressure"": 1020.4, ""rainfall"": 0.0, ""elevation"": ""249"", ""latitude"": 30.3333, ""longitude"": 76.4667}"
TG_MISSING_0244,TRANSMISSION_GLITCH,MISSING_RECORD,Cochin Int. Airport / Kaladi,2022-06-14,2022-06-14,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Kerala-TN Western Ghats"", ""station_name"": ""Cochin Int. Airport / Kaladi"", ""state"": ""KL"", ""district"": ""Ernakulam"", ""date_of_record"": ""2022-06-14 00:00:00"", ""avg_temp"": 25.7, ""min_temp"": 22.4, ""max_temp"": 30.1, ""relative_humidity"": 79.71667407936805, ""wind_speed"": 5.9, ""air_pressure"": 1009.1, ""rainfall"": 15.9, ""elevation"": ""8"", ""latitude"": 10.15, ""longitude"": 76.4}"
TG_MISSING_0245,TRANSMISSION_GLITCH,MISSING_RECORD,Bikaner,2023-12-22,2023-12-22,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Isolated Edge-Case"", ""station_name"": ""Bikaner"", ""state"": ""RJ"", ""district"": ""Bikaner"", ""date_of_record"": ""2023-12-22 00:00:00"", ""avg_temp"": 17.5, ""min_temp"": 8.9, ""max_temp"": 27.8, ""relative_humidity"": 68.06781727359899, ""wind_speed"": 7.7, ""air_pressure"": 1016.7, ""rainfall"": 0.0, ""elevation"": ""223"", ""latitude"": 28.0, ""longitude"": 73.3}"
TG_MISSING_0246,TRANSMISSION_GLITCH,MISSING_RECORD,Sundernagar / Sundarnagar,2024-05-03,2024-05-03,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Himachal Hills"", ""station_name"": ""Sundernagar / Sundarnagar"", ""state"": ""HP"", ""district"": ""Mandi"", ""date_of_record"": ""2024-05-03 00:00:00"", ""avg_temp"": 22.3, ""min_temp"": 12.8, ""max_temp"": 30.2, ""relative_humidity"": 63.67057427654384, ""wind_speed"": 6.0, ""air_pressure"": 1008.1, ""rainfall"": 0.0, ""elevation"": ""874"", ""latitude"": 31.5333, ""longitude"": 76.9}"
TG_MISSING_0247,TRANSMISSION_GLITCH,MISSING_RECORD,Ambala,2023-01-22,2023-01-22,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Punjab Plains"", ""station_name"": ""Ambala"", ""state"": ""HR"", ""district"": ""Ambala"", ""date_of_record"": ""2023-01-22 00:00:00"", ""avg_temp"": 12.8, ""min_temp"": 6.1, ""max_temp"": 21.4, ""relative_humidity"": 73.64942046516643, ""wind_speed"": 6.3, ""air_pressure"": 1017.0, ""rainfall"": 0.0, ""elevation"": ""271"", ""latitude"": 30.3833, ""longitude"": 76.7667}"
TG_MISSING_0248,TRANSMISSION_GLITCH,MISSING_RECORD,Ambala,2025-01-08,2025-01-08,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Punjab Plains"", ""station_name"": ""Ambala"", ""state"": ""HR"", ""district"": ""Ambala"", ""date_of_record"": ""2025-01-08 00:00:00"", ""avg_temp"": 12.0, ""min_temp"": 9.2, ""max_temp"": 17.2, ""relative_humidity"": 72.78894016775222, ""wind_speed"": 10.7, ""air_pressure"": 1015.6, ""rainfall"": 0.0, ""elevation"": ""271"", ""latitude"": 30.3833, ""longitude"": 76.7667}"
TG_MISSING_0249,TRANSMISSION_GLITCH,MISSING_RECORD,Patiala,2024-11-14,2024-11-14,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Punjab Plains"", ""station_name"": ""Patiala"", ""state"": ""PB"", ""district"": ""Patiala"", ""date_of_record"": ""2024-11-14 00:00:00"", ""avg_temp"": 19.9, ""min_temp"": 15.9, ""max_temp"": 27.2, ""relative_humidity"": 74.7595872377654, ""wind_speed"": 4.5, ""air_pressure"": 1015.3, ""rainfall"": 0.0, ""elevation"": ""249"", ""latitude"": 30.3333, ""longitude"": 76.4667}"
TG_MISSING_0250,TRANSMISSION_GLITCH,MISSING_RECORD,Ludhiana,2021-05-09,2021-05-09,entire_record,medium,0,1,0,"The expected station observation was removed for this date, simulating a missing transmission or communication failure.","{""cluster"": ""Punjab Plains"", ""station_name"": ""Ludhiana"", ""state"": ""PB"", ""district"": ""Ludhiana"", ""date_of_record"": ""2021-05-09 00:00:00"", ""avg_temp"": 28.7, ""min_temp"": 20.7, ""max_temp"": 36.8, ""relative_humidity"": 56.50632487658355, ""wind_speed"": 7.1, ""air_pressure"": 1005.9, ""rainfall"": 0.0, ""elevation"": ""255"", ""latitude"": 30.8667, ""longitude"": 75.9333}"
TG_DUP_0251,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Bikaner,2022-12-24,2022-12-24,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0252,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Thrissur,2021-07-05,2021-07-05,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0253,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Shimla / Kanda,2024-09-11,2024-09-11,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0254,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Ludhiana,2022-08-23,2022-08-23,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0255,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Bikaner,2021-07-29,2021-07-29,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0256,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Una,2023-08-15,2023-08-15,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0257,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Sundernagar / Sundarnagar,2023-05-27,2023-05-27,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0258,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Coimbatore / Peelamedu,2023-05-26,2023-05-26,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0259,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Ambala,2023-08-08,2023-08-08,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0260,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Ludhiana,2024-07-04,2024-07-04,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0261,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Chandigarh / Surajpur,2023-10-29,2023-10-29,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0262,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Palakkad,2024-04-30,2024-04-30,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0263,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Shimla / Kanda,2023-08-10,2023-08-10,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0264,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Cochin Int. Airport / Kaladi,2022-01-20,2022-01-20,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0265,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Sundernagar / Sundarnagar,2022-07-03,2022-07-03,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0266,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Palakkad,2024-11-03,2024-11-03,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0267,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Una,2023-05-16,2023-05-16,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0268,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Shimla / Kanda,2021-02-10,2021-02-10,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0269,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Coimbatore / Peelamedu,2023-12-04,2023-12-04,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_DUP_0270,TRANSMISSION_GLITCH,DUPLICATE_RECORD,Ludhiana,2024-12-18,2024-12-18,entire_record,low,1,0,1,"The same station record was transmitted twice, simulating a duplicate message in the communication pipeline.",
TG_OOO_0271,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Car Nicobar,2022-06-06,2022-06-07,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0272,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Thrissur,2022-09-04,2022-09-05,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0273,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Thrissur,2023-12-22,2023-12-23,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0274,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Chandigarh / Surajpur,2024-07-15,2024-07-16,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0275,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Sundernagar / Sundarnagar,2022-03-30,2022-03-31,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0276,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Coimbatore / Peelamedu,2021-05-16,2021-05-17,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0277,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Mandi,2023-08-18,2023-08-19,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0278,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Una,2022-12-20,2022-12-21,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0279,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Mandi,2021-02-02,2021-02-03,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0280,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Thrissur,2023-04-04,2023-04-05,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0281,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Cochin Int. Airport / Kaladi,2024-11-25,2024-11-26,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0282,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Ambala,2022-06-24,2022-06-25,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0283,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Sundernagar / Sundarnagar,2023-02-27,2023-02-28,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0284,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Sundernagar / Sundarnagar,2024-06-17,2024-06-18,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0285,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Cochin Int. Airport / Kaladi,2021-12-11,2021-12-12,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0286,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Una,2021-12-06,2021-12-07,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0287,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Car Nicobar,2023-06-14,2023-06-15,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0288,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Coimbatore / Peelamedu,2024-08-10,2024-08-11,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0289,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Coimbatore / Peelamedu,2021-06-30,2021-07-01,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
TG_OOO_0290,TRANSMISSION_GLITCH,DELAYED_OUT_OF_ORDER,Thrissur,2024-01-14,2024-01-15,record_order,medium,2,0,0,"Two adjacent station records were swapped in sequence, simulating delayed or out-of-order data transmission.",
GE_HEAT_0291,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Mandi; Una; Sundernagar / Sundarnagar,2021-07-24,2021-07-24,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0292,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Mandi; Una; Shimla / Kanda,2023-08-08,2023-08-08,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0293,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Ludhiana; Ambala; Chandigarh / Surajpur,2024-07-11,2024-07-11,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0294,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Thrissur; Cochin Int. Airport / Kaladi; Coimbatore / Peelamedu,2023-08-10,2023-08-10,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0295,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Chandigarh / Surajpur; Ludhiana; Ambala,2022-07-11,2022-07-11,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0296,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Ludhiana; Patiala; Ambala,2023-04-17,2023-04-17,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0297,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Ludhiana; Ambala; Chandigarh / Surajpur,2023-09-14,2023-09-14,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0298,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Ambala; Ludhiana; Chandigarh / Surajpur,2023-10-20,2023-10-20,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0299,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Ambala; Ludhiana; Chandigarh / Surajpur,2022-07-16,2022-07-16,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0300,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Una; Shimla / Kanda; Mandi,2023-12-01,2023-12-01,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0301,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Mandi; Una; Shimla / Kanda,2023-09-05,2023-09-05,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0302,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Thrissur; Coimbatore / Peelamedu; Palakkad,2023-10-22,2023-10-22,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0303,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Coimbatore / Peelamedu; Palakkad; Cochin Int. Airport / Kaladi,2022-10-09,2022-10-09,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0304,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Patiala; Ambala; Chandigarh / Surajpur,2022-12-15,2022-12-15,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0305,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Coimbatore / Peelamedu; Thrissur; Palakkad,2023-11-13,2023-11-13,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0306,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Mandi; Una; Sundernagar / Sundarnagar,2023-05-14,2023-05-14,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0307,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Ludhiana; Patiala; Ambala,2023-04-19,2023-04-19,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
GE_HEAT_0308,GENUINE_EVENT,REGIONAL_HEAT_EVENT,Palakkad; Coimbatore / Peelamedu; Cochin Int. Airport / Kaladi,2022-02-03,2022-02-03,temperature_suite,high,3,0,0,"Multiple nearby stations show a coherent warming pattern with supporting humidity changes, representing a genuine regional heat event rather than an isolated sensor fault.",
